TCI,Rejection Threshold,H0 Rejected
0.3262776054629955,0.1538992841004583,1.0
0.4905959724814927,0.19671178806593023,1.0
0.3218950636316039,0.15707024411040893,1.0
0.3370582851614489,0.1819722862251276,1.0
0.6260260690377214,0.16242650020536717,1.0
0.3228374761073882,0.16441496858443022,1.0
0.3278455313151612,0.1533334444290316,1.0
0.31630048200580485,0.14121495726856853,1.0
0.3146388061898201,0.1398048669950769,1.0
0.4695583485147493,0.17084971589180573,1.0
0.4047965525336406,0.15311445567073878,1.0
0.23044841210472444,0.15635419440833365,1.0
0.2691020395188744,0.1268993312442556,1.0
0.3588971249136603,0.14102621642697333,1.0
0.3200887682562306,0.17853185360645485,1.0
0.4612237308685011,0.1421637429431428,1.0
0.2321976121889627,0.14397367348874074,1.0
0.3393972540791038,0.15308671228466209,1.0
0.3795299747583773,0.14293821570172438,1.0
0.38113319440928656,0.1607196519163055,1.0
0.33122361037661235,0.1445328704221284,1.0
0.2890165450068646,0.15480391822033954,1.0
0.3473239904577248,0.16113916189645894,1.0
0.3007559637531959,0.15499485976519256,1.0
0.6040371581322643,0.1826285211770081,1.0
0.44132833430195434,0.1553225617245659,1.0
0.5512901033858068,0.18440231301395688,1.0
0.33245523951322603,0.14152690896289463,1.0
0.4123951122033006,0.17678850397466353,1.0
0.25548891751874975,0.1261386316021027,1.0
0.33892328589362386,0.14737198656213993,1.0
0.6186441982620481,0.16891084876127768,1.0
0.24268450372406172,0.13673166167103967,1.0
0.30786599277126575,0.1554870513307923,1.0
0.3260237624390359,0.1591717623312189,1.0
0.4412221048363936,0.15397353652999088,1.0
0.1875367098358084,0.14810339388777377,1.0
0.40477800044584833,0.17791539856491945,1.0
0.2727732710405444,0.16321002220343253,1.0
0.30592526972209155,0.16233423247966944,1.0
0.5401997890930791,0.1617258036980214,1.0
0.3526410142741198,0.15763547281641752,1.0
0.28419327329278193,0.15670885895703965,1.0
0.23046661702946963,0.13975449905630866,1.0
0.43143989032790964,0.16484685520339665,1.0
0.4174180240049045,0.1616078879671104,1.0
0.321337200864705,0.1512305109179105,1.0
0.6616703709659012,0.1516646564210122,1.0
0.3973274921885292,0.16871685260800703,1.0
0.41717462596867494,0.16326466516998747,1.0
0.5100632318921364,0.1606740551087657,1.0
0.21340514551737577,0.1596478489547318,1.0
0.23245967854225505,0.15051509869678178,1.0
0.5173507809596708,0.17765969989821823,1.0
0.4233596215069984,0.16028947263963944,1.0
0.20944244882906318,0.14984968999324014,1.0
0.328146022835151,0.14979353248631955,1.0
0.3137342514956418,0.15610299895591978,1.0
0.21173721047032829,0.15311402234830046,1.0
0.23143258529068683,0.1581094274741343,1.0
0.1962262593703237,0.1722749054514528,1.0
0.20415885903110376,0.1472492623887001,1.0
0.2844399711590393,0.1471237126832636,1.0
0.6600745566709629,0.17888397251827956,1.0
0.3866639532555409,0.1666828111778008,1.0
0.20636729689218214,0.1433062178665125,1.0
0.43396740036456066,0.1896604109805698,1.0
0.4390418597420846,0.14778737013328183,1.0
0.2160854433192385,0.14312945773432206,1.0
0.1489518285585226,0.1298330150822287,1.0
0.3794320311252679,0.15511631396084805,1.0
0.3796797296198601,0.16475897954857807,1.0
0.35369200453198146,0.14772416436946892,1.0
0.33738478019996826,0.16682396100514138,1.0
0.18185774405652105,0.14036450391127897,1.0
0.20588106345612198,0.15159150593886953,1.0
0.35133879057389117,0.15482399846128084,1.0
0.44974068212202567,0.1602803468123431,1.0
0.27400829958197365,0.16059623012398105,1.0
0.3086175793535742,0.1627361768139917,1.0
0.22456507258923453,0.17673288950427393,1.0
0.5864556229617577,0.16959900617085355,1.0
0.32266084873342643,0.16478694030831312,1.0
0.4600055716493431,0.1520062652769636,1.0
0.34344756541904514,0.1844856205688523,1.0
0.2313460328509668,0.15903235142047215,1.0
0.5175533183676088,0.14783327205269844,1.0
0.36918550274834727,0.1413417753303806,1.0
0.3942959311570647,0.18486768912892831,1.0
0.3597490097960982,0.13503382611987566,1.0
0.2618435519012779,0.15969971353576082,1.0
0.48497279960175416,0.18468466870453307,1.0
0.5237068481535965,0.16190985059654184,1.0
0.22180172818355487,0.16157660574276986,1.0
0.3059890089236242,0.18168345167232594,1.0
0.3075957522381793,0.12322810551746519,1.0
0.28904997055788917,0.1648817064372831,1.0
0.3689931169783467,0.13711565013945967,1.0
0.3455050554705504,0.14039271333123138,1.0
0.38141236945947593,0.13297624148752574,1.0
0.3304229215684722,0.1658814568516782,1.0
0.13849531954015998,0.15654270301841347,0.0
0.37882287242144935,0.14731230419431587,1.0
0.25933346367291676,0.1471549985221736,1.0
0.34086299041158186,0.12934242890602807,1.0
0.41368823468833044,0.14788938823646752,1.0
0.23271120458186928,0.15128183840024398,1.0
0.3969684113452979,0.1395310165298526,1.0
0.5019390826117563,0.1663602119283949,1.0
0.72918267344958,0.20673050289439102,1.0
0.4266430720256478,0.12820536758055728,1.0
0.3497781443692257,0.1458136283857309,1.0
0.36698396155940693,0.16235793729752523,1.0
0.37289935969194754,0.15394899866215875,1.0
0.15481421461157588,0.13797418753539228,1.0
0.30941137833109095,0.159973278971003,1.0
0.2748905259492953,0.13445276246230492,1.0
0.35662262721949534,0.15717880197396963,1.0
0.4090297135451737,0.1723246206737531,1.0
