TCI,Rejection Threshold,H0 Rejected
0.05170652750863227,0.14830734111848934,0.0
0.02724094069030927,0.12778107029996447,0.0
0.07499272652300248,0.10216079972802411,0.0
0.02469117698168552,0.05839440615250569,0.0
0.039322451120484304,0.0761966579181392,0.0
0.04061484227603552,0.07630679642094708,0.0
0.03616107460022508,0.06726197267084366,0.0
0.09427395461819758,0.09098573963360079,1.0
0.01795111222238086,0.06572275365600264,0.0
0.041310965968463356,0.07890736615399711,0.0
0.04776288227152513,0.08420562916363336,0.0
0.03742781402489387,0.08823769773262825,0.0
0.06944580575557201,0.11391572852136407,0.0
0.08720680418213894,0.09201697721538969,0.0
0.02022682163208733,0.0798406552308391,0.0
0.08597399999626208,0.10279319692043969,0.0
0.027926816210648457,0.07028111830938952,0.0
0.029490650914258704,0.08524021544029513,0.0
0.02614027715220108,0.0787848195588178,0.0
0.08999997124478995,0.09148199138197846,0.0
0.038864693417416184,0.08586682963598628,0.0
0.019301578281460303,0.06001002658806142,0.0
0.03591755530334632,0.06137785731692179,0.0
0.03217249443602926,0.09115889280059104,0.0
0.07640783111896844,0.13250909349369883,0.0
0.014444672625256687,0.035722483492619875,0.0
0.025148654664338833,0.06403456976876927,0.0
0.03701532100138654,0.07631827873863692,0.0
0.021842096885473308,0.0627665892780529,0.0
0.04791926510386436,0.09178444932730476,0.0
0.07972381344005801,0.0730729822368181,1.0
0.04489238113376252,0.13063775489267662,0.0
0.032205674460559594,0.07570902863376769,0.0
0.022577105334470975,0.0715978386819633,0.0
0.052756418820188763,0.10596739904293649,0.0
0.022616882198284054,0.07099931064200311,0.0
0.026367669131473894,0.08883760481119528,0.0
0.07451935199381332,0.1162228877075682,0.0
0.04564749976089951,0.06360296878387321,0.0
0.04086634114703212,0.07063346379595913,0.0
0.04751382171742499,0.14001348616853684,0.0
0.02871256655079732,0.0688441991191607,0.0
0.026033280522961957,0.09460567554581777,0.0
0.03273524661199222,0.08087261435583647,0.0
0.06143487841195774,0.09075329037501532,0.0
0.03554393840202343,0.0708042929197144,0.0
