TCI,Rejection Threshold,H0 Rejected
0.07218645937460459,0.0678027749577632,1.0
0.025778597132494356,0.051957715106209584,0.0
0.07262310628200318,0.05376286909525169,1.0
0.014057899101534828,0.05310895379642897,0.0
0.047093479934743415,0.06662625149606367,0.0
0.02617762499734556,0.07031378186314743,0.0
0.07891462247020072,0.059524701327110414,1.0
0.026566546469507003,0.08555971325959957,0.0
0.035607692268230295,0.08224196722929171,0.0
0.045666440983822484,0.07439118487989944,0.0
0.057008858912700355,0.07664518017109258,0.0
0.11625773994398887,0.079313408131866,1.0
0.02873613590506569,0.05813378547042129,0.0
0.014385758759110655,0.04259152449551257,0.0
0.033168713001710114,0.06977466693409587,0.0
0.03371828657728015,0.054906470889427926,0.0
0.041463993215341714,0.055026714310308485,0.0
0.04007067540741363,0.05382762551352519,0.0
0.07770496065505708,0.07283910055787916,1.0
0.03842351506367266,0.05770195576390923,0.0
0.0823069110357562,0.09327198483977976,0.0
0.04174264684750899,0.06579224072895692,0.0
0.034816808487917295,0.06793443556866796,0.0
0.029536723478130213,0.05763376714834567,0.0
0.039660370748422366,0.0981568524656507,0.0
0.03887501527577314,0.06520761727050695,0.0
0.053842159672081086,0.06145047868765301,0.0
0.0686042987949323,0.06252304712266961,1.0
0.028559881982172443,0.054084485862782174,0.0
0.050905430912292174,0.050031042870136495,1.0
0.021844751192010573,0.069346628055252,0.0
0.07843594112760548,0.06422090574517685,1.0
0.037250568517281916,0.0781743850255113,0.0
0.07291998700509693,0.06408106905082156,1.0
0.029277028133509228,0.07484048118748554,0.0
0.07620056071188863,0.0875793540735112,0.0
0.017666520253527634,0.054868740589903355,0.0
0.0478183439110442,0.07491333532512252,0.0
0.02122378397492522,0.045306688200572605,0.0
0.03154639706344855,0.05611951785799876,0.0
0.04080137742920668,0.06529089854098898,0.0
0.026883279900119784,0.06979081556904462,0.0
0.05352200006767191,0.05466096702066032,0.0
0.017203861084229666,0.04381799543683306,0.0
0.03494490734153706,0.07079906052170634,0.0
0.084325312484706,0.07757169017757175,1.0
0.04085589720116008,0.07743258940645685,0.0
0.02750915758673612,0.0547482973093971,0.0
0.010906552883361141,0.04541167913214079,0.0
0.04856964334707255,0.08909846865597866,0.0
0.05777836413463359,0.06228632448526823,0.0
0.027440410472724084,0.06398198713916214,0.0
0.055485488884302714,0.08317119423848193,0.0
0.021828537973917716,0.060736127828063737,0.0
0.03505382542975793,0.05544106952452979,0.0
0.04020578102903328,0.05105264676810267,0.0
0.03141894235794672,0.059657920570183744,0.0
0.04720918417817282,0.07125282823108126,0.0
0.024074659329750694,0.03821191943901631,0.0
0.035092515914410496,0.06803508275066125,0.0
0.0263234226743853,0.05066006690412711,0.0
0.057833026474189884,0.04178635745258656,1.0
0.06167391522633302,0.06487380297303416,0.0
0.03788360539703466,0.0742710170297398,0.0
0.03620046715878061,0.0568059536347807,0.0
0.03109032905728346,0.07407999337193256,0.0
0.07015121298564672,0.06749048217129695,1.0
0.06556671274991321,0.07887410703919702,0.0
0.04687405844974067,0.07421647842547302,0.0
0.033740437586167966,0.08007402916766018,0.0
